Checked;Protein FDR Confidence: Combined;Master;Accession;Description;Exp. q-value: Combined;Contaminant;Sum PEP Score;Coverage [%];# Peptides;# PSMs;# Unique Peptides;# AAs;MW [kDa];calc. pI;Score Sequest HT: Sequest HT;# Peptides (by Search Engine): Sequest HT;Biological Process;Cellular Component;Molecular Function;Pfam IDs;Entrez Gene ID;Ensembl Gene ID;Gene Symbol;Chromosome;KEGG Pathways;Reactome Pathways;WikiPathways;# Protein Pathway Groups;Abundances (Scaled): F1: 126, Sample, T1, 02B001;Abundances (Scaled): F1: 127N, Sample, T2, 02B001;Abundances (Scaled): F1: 128N, Sample, T3, 02B001;Abundances (Scaled): F1: 129N, Sample, T4, 02B001;Abundances (Scaled): F1: 130N, Sample, T5, 02B001;Abundances (Scaled): F1: 131N, Sample, T6, 02B001;Abundances (Scaled): F1: 132N, Sample, T7, 02B001;Abundances (Scaled): F1: 133N, Sample, T8, 02B001;Abundances (Scaled): F1: 134N, Control, n/a, n/a;Abundances (Scaled): F2: 126, Sample, T1, 02B002;Abundances (Scaled): F2: 127N, Sample, T2, 02B002;Abundances (Scaled): F2: 128N, Sample, T3, 02B002;Abundances (Scaled): F2: 129N, Sample, T4, 02B002;Abundances (Scaled): F2: 130N, Control, n/a, n/a;Abundances (Scaled): F2: 131N, Control, n/a, n/a;Abundances (Scaled): F2: 132N, Control, n/a, n/a;Abundances (Scaled): F2: 133N, Control, n/a, n/a;Abundances (Scaled): F2: 134N, Control, n/a, n/a;Abundances (Scaled): F3: 126, Sample, T1, 02B004;Abundances (Scaled): F3: 127N, Sample, T2, 02B004;Abundances (Scaled): F3: 128N, Sample, T3, 02B004;Abundances (Scaled): F3: 129N, Sample, T4, 02B004;Abundances (Scaled): F3: 130N, Sample, T5, 02B004;Abundances (Scaled): F3: 131N, Sample, T6, 02B004;Abundances (Scaled): F3: 132N, Sample, T7, 02B004;Abundances (Scaled): F3: 133N, Sample, T8, 02B004;Abundances (Scaled): F3: 134N, Control, n/a, n/a;Abundances (Scaled): F4: 126, Sample, T1, 02B006;Abundances (Scaled): F4: 127N, Sample, T2, 02B006;Abundances (Scaled): F4: 128N, Sample, T3, 02B006;Abundances (Scaled): F4: 129N, Sample, T4, 02B006;Abundances (Scaled): F4: 130N, Sample, T5, 02B006;Abundances (Scaled): F4: 131N, Sample, T6, 02B006;Abundances (Scaled): F4: 132N, Sample, T7, 02B006;Abundances (Scaled): F4: 133N, Control, n/a, n/a;Abundances (Scaled): F4: 134N, Control, n/a, n/a;Abundances (Scaled): F5: 126, Sample, T1, 02B007;Abundances (Scaled): F5: 127N, Sample, T2, 02B007;Abundances (Scaled): F5: 128N, Sample, T3, 02B007;Abundances (Scaled): F5: 129N, Sample, T4, 02B007;Abundances (Scaled): F5: 130N, Sample, T5, 02B007;Abundances (Scaled): F5: 131N, Sample, T6, 02B007;Abundances (Scaled): F5: 132N, Control, n/a, n/a;Abundances (Scaled): F5: 133N, Control, n/a, n/a;Abundances (Scaled): F5: 134N, Control, n/a, n/a;Abundances (Scaled): F6: 126, Sample, T1, 02B008;Abundances (Scaled): F6: 127N, Sample, T2, 02B008;Abundances (Scaled): F6: 128N, Control, n/a, n/a;Abundances (Scaled): F6: 129N, Sample, T4, 02B008;Abundances (Scaled): F6: 130N, Control, n/a, n/a;Abundances (Scaled): F6: 131N, Sample, T6, 02B008;Abundances (Scaled): F6: 132N, Sample, T7, 02B008;Abundances (Scaled): F6: 133N, Control, n/a, n/a;Abundances (Scaled): F6: 134N, Control, n/a, n/a;Abundances (Scaled): F7: 126, Sample, T1, 02B009;Abundances (Scaled): F7: 127N, Sample, T2, 02B009;Abundances (Scaled): F7: 128N, Sample, T3, 02B009;Abundances (Scaled): F7: 129N, Sample, T4, 02B009;Abundances (Scaled): F7: 130N, Sample, T5, 02B009;Abundances (Scaled): F7: 131N, Sample, T6, 02B009;Abundances (Scaled): F7: 132N, Sample, T7, 02B009;Abundances (Scaled): F7: 133N, Sample, T8, 02B009;Abundances (Scaled): F7: 134N, Control, n/a, n/a;Abundances (Scaled): F8: 126, Sample, T1, 02B010;Abundances (Scaled): F8: 127N, Sample, T2, 02B010;Abundances (Scaled): F8: 128N, Sample, T3, 02B010;Abundances (Scaled): F8: 129N, Sample, T4, 02B010;Abundances (Scaled): F8: 130N, Sample, T5, 02B010;Abundances (Scaled): F8: 131N, Sample, T6, 02B010;Abundances (Scaled): F8: 132N, Sample, T7, 02B010;Abundances (Scaled): F8: 133N, Sample, T8, 02B010;Abundances (Scaled): F8: 134N, Control, n/a, n/a;Found in Sample: [S1] F1: 126, Sample, T1, 02B001;Found in Sample: [S9] F1: 127N, Sample, T2, 02B001;Found in Sample: [S10] F1: 128N, Sample, T3, 02B001;Found in Sample: [S11] F1: 129N, Sample, T4, 02B001;Found in Sample: [S12] F1: 130N, Sample, T5, 02B001;Found in Sample: [S13] F1: 131N, Sample, T6, 02B001;Found in Sample: [S14] F1: 132N, Sample, T7, 02B001;Found in Sample: [S15] F1: 133N, Sample, T8, 02B001;Found in Sample: [S16] F1: 134N, Control, n/a, n/a;Found in Sample: [S2] F2: 126, Sample, T1, 02B002;Found in Sample: [S17] F2: 127N, Sample, T2, 02B002;Found in Sample: [S18] F2: 128N, Sample, T3, 02B002;Found in Sample: [S19] F2: 129N, Sample, T4, 02B002;Found in Sample: [S20] F2: 130N, Control, n/a, n/a;Found in Sample: [S21] F2: 131N, Control, n/a, n/a;Found in Sample: [S22] F2: 132N, Control, n/a, n/a;Found in Sample: [S23] F2: 133N, Control, n/a, n/a;Found in Sample: [S24] F2: 134N, Control, n/a, n/a;Found in Sample: [S3] F3: 126, Sample, T1, 02B004;Found in Sample: [S25] F3: 127N, Sample, T2, 02B004;Found in Sample: [S26] F3: 128N, Sample, T3, 02B004;Found in Sample: [S27] F3: 129N, Sample, T4, 02B004;Found in Sample: [S28] F3: 130N, Sample, T5, 02B004;Found in Sample: [S29] F3: 131N, Sample, T6, 02B004;Found in Sample: [S30] F3: 132N, Sample, T7, 02B004;Found in Sample: [S31] F3: 133N, Sample, T8, 02B004;Found in Sample: [S32] F3: 134N, Control, n/a, n/a;Found in Sample: [S4] F4: 126, Sample, T1, 02B006;Found in Sample: [S33] F4: 127N, Sample, T2, 02B006;Found in Sample: [S34] F4: 128N, Sample, T3, 02B006;Found in Sample: [S35] F4: 129N, Sample, T4, 02B006;Found in Sample: [S36] F4: 130N, Sample, T5, 02B006;Found in Sample: [S37] F4: 131N, Sample, T6, 02B006;Found in Sample: [S38] F4: 132N, Sample, T7, 02B006;Found in Sample: [S39] F4: 133N, Control, n/a, n/a;Found in Sample: [S40] F4: 134N, Control, n/a, n/a;Found in Sample: [S5] F5: 126, Sample, T1, 02B007;Found in Sample: [S41] F5: 127N, Sample, T2, 02B007;Found in Sample: [S42] F5: 128N, Sample, T3, 02B007;Found in Sample: [S43] F5: 129N, Sample, T4, 02B007;Found in Sample: [S44] F5: 130N, Sample, T5, 02B007;Found in Sample: [S45] F5: 131N, Sample, T6, 02B007;Found in Sample: [S46] F5: 132N, Control, n/a, n/a;Found in Sample: [S47] F5: 133N, Control, n/a, n/a;Found in Sample: [S48] F5: 134N, Control, n/a, n/a;Found in Sample: [S6] F6: 126, Sample, T1, 02B008;Found in Sample: [S49] F6: 127N, Sample, T2, 02B008;Found in Sample: [S50] F6: 128N, Control, n/a, n/a;Found in Sample: [S51] F6: 129N, Sample, T4, 02B008;Found in Sample: [S52] F6: 130N, Control, n/a, n/a;Found in Sample: [S53] F6: 131N, Sample, T6, 02B008;Found in Sample: [S54] F6: 132N, Sample, T7, 02B008;Found in Sample: [S55] F6: 133N, Control, n/a, n/a;Found in Sample: [S56] F6: 134N, Control, n/a, n/a;Found in Sample: [S7] F7: 126, Sample, T1, 02B009;Found in Sample: [S57] F7: 127N, Sample, T2, 02B009;Found in Sample: [S58] F7: 128N, Sample, T3, 02B009;Found in Sample: [S59] F7: 129N, Sample, T4, 02B009;Found in Sample: [S60] F7: 130N, Sample, T5, 02B009;Found in Sample: [S61] F7: 131N, Sample, T6, 02B009;Found in Sample: [S62] F7: 132N, Sample, T7, 02B009;Found in Sample: [S63] F7: 133N, Sample, T8, 02B009;Found in Sample: [S64] F7: 134N, Control, n/a, n/a;Found in Sample: [S8] F8: 126, Sample, T1, 02B010;Found in Sample: [S65] F8: 127N, Sample, T2, 02B010;Found in Sample: [S66] F8: 128N, Sample, T3, 02B010;Found in Sample: [S67] F8: 129N, Sample, T4, 02B010;Found in Sample: [S68] F8: 130N, Sample, T5, 02B010;Found in Sample: [S69] F8: 131N, Sample, T6, 02B010;Found in Sample: [S70] F8: 132N, Sample, T7, 02B010;Found in Sample: [S71] F8: 133N, Sample, T8, 02B010;Found in Sample: [S72] F8: 134N, Control, n/a, n/a;# Protein Groups;Modifications
FALSE;High;Master Protein;P0C0L4;Complement C4-A OS=Homo sapiens OX=9606 GN=C4A PE=1 SV=2;0;FALSE;4687,883;81;649;18097;1;1744;192,7;7,08;33917,7;649;"defense response;metabolic process;regulation of biological process;response to stimulus";"extracellular;membrane;organelle lumen";"catalytic activity;enzyme regulator activity;protein binding";Pf00207, Pf01759, Pf01821, Pf01835, Pf07677, Pf07678, Pf07703, Pf10569, Pf11974, Pf13249;"720; 721";ENSG00000244731.7;"C4A; C4B";6;"Complement and coagulation cascades; Systemic lupus erythematosus; Staphylococcus aureus infection; Pertussis";"Post-translational protein phosphorylation; Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs); Initial triggering of complement; Regulation of Complement cascade; Activation of C3 and C5";"Allograft Rejection; Complement Activation; Complement and Coagulation Cascades; Sudden Infant Death Syndrome (SIDS) Susceptibility Pathways";18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Not Found;Not Found;Not Found;Not Found;Not Found;Not Found;Not Found;Not Found;Not Found;Not Found;Not Found;Not Found;Not Found;Not Found;Not Found;Not Found;Not Found;Not Found;Not Found;Not Found;Not Found;Not Found;Not Found;Not Found;Not Found;Not Found;Not Found;Not Found;Not Found;Not Found;Not Found;Not Found;Not Found;Not Found;Not Found;Not Found;Not Found;Not Found;Not Found;Not Found;Not Found;Not Found;Not Found;Not Found;Not Found;Not Found;Not Found;Not Found;Not Found;Not Found;Not Found;Medium;Not Found;Not Found;Not Found;Not Found;Not Found;Not Found;Not Found;Not Found;Not Found;Not Found;Not Found;High;Not Found;High;High;Not Found;High;High;High;Not Found;1;
FALSE;High;Master Protein;A0A0G2JPR0;Complement C4-A OS=Homo sapiens OX=9606 GN=C4A PE=1 SV=1;0;FALSE;4680,084;81;644;17640;4;1744;192,8;7,03;32500,75;644;"defense response;metabolic process;regulation of biological process;response to stimulus";extracellular;"enzyme regulator activity;protein binding";Pf00207, Pf01759, Pf01821, Pf01835, Pf07677, Pf07678, Pf07703, Pf10569, Pf11974, Pf13249;;ENSG00000244207.8;LOC100294156;CHR_HSCHR6_MHC_DBB_CTG1;;;;0;;;;;;;;;;11,5;3,5;11,1;0,3;106,2;111,6;84;106,5;91,7;;;;;;;;;;5,4;12,7;286,8;479,7;92,8;861,2;315,3;96,3;103,7;16,7;25,3;52;234,2;38,7;280,8;112,4;104;83,6;13,1;11,1;112,6;15;93,1;26,7;11,9;101,1;93,2;;;;;;;;;;2,1;1,8;0,7;0,5;2,3;0,8;2,8;0,6;100;Not Found;High;Not Found;High;Not Found;High;High;High;High;Not Found;Not Found;High;Not Found;High;High;High;High;High;Not Found;Not Found;Not Found;Not Found;Not Found;Not Found;Not Found;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;Not Found;Not Found;Not Found;Not Found;Not Found;Not Found;Not Found;Not Found;Medium;Not Found;Not Found;Not Found;Not Found;Not Found;Not Found;Not Found;High;High;1;
FALSE;High;Master Protein;P01024;Complement C3 OS=Homo sapiens OX=9606 GN=C3 PE=1 SV=2;0;FALSE;4601,293;84;585;14640;568;1663;187;6,4;23263,77;585;"cell organization and biogenesis;defense response;metabolic process;regulation of biological process;response to stimulus;transport";"extracellular;membrane;organelle lumen";"catalytic activity;enzyme regulator activity;protein binding";Pf00207, Pf01759, Pf01821, Pf01835, Pf07677, Pf07678, Pf07703, Pf10569, Pf11974;718;ENSG00000125730.16;C3;19;"Phagosome; Leishmaniasis; Legionellosis; Systemic lupus erythematosus; Pertussis; Chagas disease (American trypanosomiasis); Staphylococcus aureus infection; Complement and coagulation cascades; Tuberculosis; Viral carcinogenesis; Herpes simplex infection";"Post-translational protein phosphorylation; Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs); Alternative complement activation; Peptide ligand-binding receptors; Regulation of Complement cascade; Activation of C3 and C5; Neutrophil degranulation; Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell; G alpha (i) signalling events";"Allograft Rejection; TYROBP Causal Network; Complement Activation; Complement and Coagulation Cascades";36;110,4;63,9;104,6;91,6;85,5;66,3;82,8;67,8;100;36,5;43;140;63,9;99,6;97,4;99,5;103,3;100,2;41,2;86,3;28,9;68,2;57,4;123,6;125,8;65;100;66,1;65,8;34,4;121;36,2;164,3;52,7;100,6;99,4;87,3;20,4;31,2;50,9;30,6;85,3;98,2;102,4;99,4;55,6;84,3;100;102,5;99,2;66,8;53,4;103;97,8;43,5;22,9;59,1;95,5;43,6;102,9;43,3;66,5;100;79,7;45,7;71;42,7;19,5;83,2;34,3;35,3;100;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;1;
FALSE;High;Master Protein;A0A0G2JL54;Complement C4-B OS=Homo sapiens OX=9606 GN=C4B_2 PE=1 SV=1;0;FALSE;4484,006;81;626;16905;26;1698;187,6;7,33;31794,75;626;"defense response;metabolic process;regulation of biological process;response to stimulus";extracellular;"enzyme regulator activity;protein binding";Pf00207, Pf01759, Pf01821, Pf01835, Pf07677, Pf07678, Pf07703, Pf10569, Pf11974, Pf13249;;"ENSG00000228454.7; ENSG00000233312.8";LOC100507685;CHR_HSCHR6_MHC_SSTO_CTG1;;;;0;85,9;24,7;135;11,3;61,4;55,9;62,5;29,8;100;11,3;14,4;45,5;22,5;100,4;95,1;101,6;102,2;100,6;54,3;170,3;40,7;0,9;1,2;1;1,5;6,4;100;26,3;30,1;18,1;12;23,1;4,3;10,7;100;100;29,7;12,7;16,3;44,6;19,7;50,7;99,7;101;99,3;39,2;47,7;96,2;116,5;99,9;23,1;31,6;104,7;99,2;8,7;9,4;13,3;11,3;19,7;27,9;9,6;16,2;100;31,5;33,8;49,3;47,7;12,5;26,1;14,6;10,8;100;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;Not Found;Not Found;Not Found;Not Found;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;1;
FALSE;High;Master Protein;P02768;Serum albumin OS=Homo sapiens OX=9606 GN=ALB PE=1 SV=2;0;TRUE;4228,957;85;451;21054;295;609;69,3;6,28;32905,53;451;"cell communication;cell organization and biogenesis;metabolic process;regulation of biological process;response to stimulus;transport";"cytoplasm;endoplasmic reticulum;extracellular;Golgi;nucleus;organelle lumen";"antioxidant activity;catalytic activity;DNA binding;metal ion binding;protein binding";Pf00273;213;ENSG00000163631.16;ALB;4;Thyroid hormone synthesis;"Post-translational protein phosphorylation; Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs); Scavenging of heme from plasma; Platelet degranulation ; Defective SLCO1B1 causes hyperbilirubinemia, Rotor type (HBLRR); HDL remodeling; Defective SLCO1B3 causes hyperbilirubinemia, Rotor type (HBLRR); Transport of organic anions; Recycling of bile acids and salts";"Selenium Micronutrient Network; Vitamin B12 Metabolism; Folate Metabolism";32;58,5;26,8;24,7;106,8;27,8;133;55,2;218,8;100;34,2;60,2;109,2;52,9;100,8;97,4;97,5;103,3;101,1;42,7;48,6;44,3;279,7;227,3;228,4;191,4;135,8;100;44,6;50,8;216,7;223,1;27,2;333,1;440,7;100,8;99,2;29,5;33,8;34,9;74,2;53,3;76,1;99,4;101,9;98,7;29,8;14,2;103,4;44,2;100,3;229,6;115,4;100,1;96,2;35,5;32,3;47;107,1;31,9;24,9;68;212;100;15,7;19,3;13,9;33,5;54,1;13,9;38,8;41,7;100;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;1;
FALSE;High;Master Protein;P04114;Apolipoprotein B-100 OS=Homo sapiens OX=9606 GN=APOB PE=1 SV=2;0;FALSE;4089,281;63;728;7797;725;4563;515,3;7,05;12168,07;728;"cell organization and biogenesis;cellular component movement;metabolic process;regulation of biological process;response to stimulus;transport";"cytoplasm;cytosol;endoplasmic reticulum;endosome;extracellular;membrane;organelle lumen";"protein binding;transporter activity";Pf01347, Pf04286, Pf06448, Pf09172, Pf12491;338;;APOB;2;"Fat digestion and absorption; Vitamin digestion and absorption";"Post-translational protein phosphorylation; Cargo recognition for clathrin-mediated endocytosis; Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs); LDL remodeling; Scavenging by Class H Receptors; VLDL clearance; Retinoid metabolism and transport; Chylomicron remodeling; Scavenging by Class A Receptors; LDL clearance; Platelet sensitization by LDL; Signaling by GPCR; Scavenging by Class B Receptors; Scavenging by Class F Receptors; VLDL assembly; Chylomicron assembly; Regulation of TLR by endogenous ligand; Cell surface interactions at the vascular wall; Chylomicron clearance";"Selenium Micronutrient Network; Vitamin B12 Metabolism; Folate Metabolism; Statin Pathway";46;17,6;37,9;37,5;159,1;17,1;15,4;18,9;15,7;100;14,1;38;74,9;29,6;100,9;96,8;99,4;103,1;99,8;16,4;10,8;22,7;15,9;58,9;13,7;15,3;17,7;100;30,7;52,3;145,6;78,3;123,6;183;238,2;99,5;100,5;20,9;17,1;30;83,6;17,1;107,4;98,6;101,8;99,6;46,5;86,4;101,9;507,1;91,1;65,7;73,2;105,7;101,2;47,2;32,4;27,5;103,8;16;53,8;28,4;35,7;100;22,1;14;16,3;70,7;14,3;23,9;22,4;32,4;100;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;1;
FALSE;High;Master Protein;P60709;Actin, cytoplasmic 1 OS=Homo sapiens OX=9606 GN=ACTB PE=1 SV=1;0;FALSE;3919,493;99;275;13495;2;375;41,7;5,48;24256,56;275;"cell organization and biogenesis;cellular component movement;metabolic process;regulation of biological process;response to stimulus";"cytoplasm;cytoskeleton;cytosol;membrane;nucleus";"DNA binding;nucleotide binding;protein binding;structural molecule activity";Pf00022;60;ENSG00000075624.13;ACTB;7;"Hippo signaling pathway; Leukocyte transendothelial migration; Tight junction; Salmonella infection; Shigellosis; Apoptosis; Influenza A; Oxytocin signaling pathway; Bacterial invasion of epithelial cells; Dilated cardiomyopathy; Regulation of actin cytoskeleton; Arrhythmogenic right ventricular cardiomyopathy (ARVC); Proteoglycans in cancer; Hypertrophic cardiomyopathy (HCM); Phagosome; Vibrio cholerae infection; Rap1 signaling pathway; Pathogenic Escherichia coli infection; Platelet activation; Viral myocarditis; Gastric acid secretion; Adherens junction; Focal adhesion; Thyroid hormone signaling pathway";"Formation of annular gap junctions; Cell-extracellular matrix interactions; UCH proteinases; MAP2K and MAPK activation; Interaction between L1 and Ankyrins; Factors involved in megakaryocyte development and platelet production; Translocation of GLUT4 to the plasma membrane; EPH-ephrin mediated repulsion of cells; Prefoldin mediated transfer of substrate  to CCT/TriC; EPHB-mediated forward signaling; Paradoxical activation of RAF signaling by kinase inactive BRAF; Folding of actin by CCT/TriC; DNA Damage Recognition in GG-NER; Regulation of actin dynamics for phagocytic cup formation; Interleukin-20 family signaling; Signaling by BRAF and RAF fusions; Clathrin-mediated endocytosis; VEGFA-VEGFR2 Pathway; HATs acetylate histones; RHO GTPases activate IQGAPs; Recycling pathway of L1; Signaling by RAS mutants; Signaling by high-kinase activity BRAF mutants; Signaling by moderate kinase activity BRAF mutants; Adherens junctions interactions; RHO GTPases Activate WASPs and WAVEs; RHO GTPases Activate Formins; B-WICH complex positively regulates rRNA expression";"Arrhythmogenic Right Ventricular Cardiomyopathy; Pathogenic Escherichia coli infection; Common Pathways Underlying Drug Addiction; Myometrial Relaxation and Contraction Pathways; Focal Adhesion; Fas Ligand (FasL) pathway and Stress induction of Heat Shock Proteins (HSP) regulation; Regulation of Actin Cytoskeleton";102;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;93,3;348,2;306,8;130,7;266,7;60,1;104;102,3;93,7;42;233,4;107,9;48,2;97;65,2;62;96,2;98,9;;;;;;;;;;36,6;107,7;102,4;74,8;132;95,6;95,2;94,2;100;Not Found;Not Found;Not Found;Not Found;Not Found;Not Found;Not Found;Not Found;Not Found;Not Found;Not Found;Not Found;Not Found;Not Found;Not Found;Not Found;Not Found;Not Found;Not Found;Not Found;Not Found;Not Found;Not Found;Not Found;Not Found;Not Found;Not Found;Not Found;Not Found;Not Found;Not Found;Not Found;Not Found;Not Found;Not Found;Not Found;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;Not Found;Not Found;Not Found;Not Found;Not Found;Not Found;Not Found;Not Found;Not Found;High;High;High;High;High;High;High;High;High;1;
FALSE;High;Master Protein;A0A2R8Y793;Actin, cytoplasmic 1 (Fragment) OS=Homo sapiens OX=9606 GN=ACTB PE=1 SV=1;0;FALSE;3323,003;99;230;12580;6;309;34,1;5,17;22901,9;230;;;;;;;;;;;;0;2,1;32;13,9;212,8;12;14,7;23,3;4,9;100;7,8;15,1;224,5;8,7;108;90,1;97,1;103;101,7;2;3,1;26,3;0,4;8,1;0,5;9,6;0,3;100;1,1;5;118,4;138,2;20,9;31,8;4,9;96,9;103,1;3,4;15,2;26;172,1;3,3;25;100,3;101,5;98,2;2,8;47,3;98,3;26,3;104,3;5,8;12,9;102;95,3;0,5;35,1;1,1;42,3;18,8;3,8;15,7;12,1;100;1,2;6,8;3,5;73,9;5,6;7,5;5,4;3,2;100;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;Not Found;High;Medium;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;1;
FALSE;High;Master Protein;P02675;Fibrinogen beta chain OS=Homo sapiens OX=9606 GN=FGB PE=1 SV=2;0;FALSE;3266,486;90;298;11441;298;491;55,9;8,27;23148,06;298;"cell organization and biogenesis;coagulation;defense response;metabolic process;regulation of biological process;response to stimulus;transport";"cell surface;cytoplasm;extracellular;membrane;organelle lumen";"protein binding;structural molecule activity";Pf00147, Pf08702;2244;ENSG00000171564.11;FGB;4;"Complement and coagulation cascades; Platelet activation";"Integrin cell surface interactions; Signaling by BRAF and RAF fusions; MAP2K and MAPK activation; GRB2:SOS provides linkage to MAPK signaling for Integrins ; Signaling by RAS mutants; Signaling by high-kinase activity BRAF mutants; Signaling by moderate kinase activity BRAF mutants; Platelet degranulation ; p130Cas linkage to MAPK signaling for integrins; Paradoxical activation of RAF signaling by kinase inactive BRAF; Common Pathway of Fibrin Clot Formation; Regulation of TLR by endogenous ligand; Interleukin-20 family signaling";"Blood Clotting Cascade; VEGFA-VEGFR2 Signaling Pathway; Complement and Coagulation Cascades";38;3,8;10,8;28,3;200,3;105,4;49;39,5;165,3;100;5,4;15,4;76,9;165,2;96,8;95,9;98,5;106,1;102,8;13,2;131,8;51,8;356,8;292,9;199,2;358,7;363,2;100;4,4;36;34;48,8;32,6;112,4;36,1;101,5;98,5;5,5;27,3;25,8;66,3;27,5;112,6;98,7;102,2;99,1;5,8;32,6;101;125,8;99,4;82,6;121,4;101,4;98,3;7,9;40,9;88;239,5;83,3;218,1;80,1;150;100;7,5;44,8;87,1;61,6;33,7;108,3;42,5;24,7;100;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;1;
FALSE;High;Master Protein;P00450;Ceruloplasmin OS=Homo sapiens OX=9606 GN=CP PE=1 SV=1;0;FALSE;2566,678;83;327;6722;300;1065;122,1;5,72;12497,1;327;"cellular homeostasis;metabolic process;transport";"extracellular;membrane;organelle lumen";"catalytic activity;metal ion binding;protein binding";Pf00394, Pf07731, Pf07732;1356;;CP;3;Porphyrin and chlorophyll metabolism;"Metal ion SLC transporters; Post-translational protein phosphorylation; Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs); Iron uptake and transport; Defective CP causes aceruloplasminemia (ACERULOP)";;14;17,9;14,5;56,5;266,9;84,9;40,2;39;47;100;8,8;11,7;219,9;39,6;101,7;94,6;101;102,2;100,5;5,9;40,2;18,2;293,1;270,9;382,3;230,9;215,1;100;15,1;14,7;75,2;111,8;19,4;187,1;103,9;100,9;99,1;17,1;12,4;14,8;94,3;16,3;101,7;99;101,4;99,5;10;23,9;99,5;84,5;99,3;31,4;20,4;102,8;98,5;11,5;28,4;28,8;388,6;31,7;103,4;66,9;147,7;100;22,8;33,8;44,4;30,9;12,9;55,9;21,2;13;100;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;High;1;
